anno,territorio,livello_territoriale,categoria_sport,n_spettacoli,persone,media_ps,botteghino,pubblico,persone_medie_per_spettacolo,botteghino_medio_per_spettacolo,pubblico_medio_per_spettacolo,persone_per_spettacolo,n_spettacoli_nazionale,persone_nazionale,botteghino_nazionale,pubblico_nazionale,quota_spettacoli_nazionale,quota_persone_nazionale,quota_botteghino_nazionale,quota_pubblico_nazionale,variazione_assoluta_yoy_spettacoli,variazione_yoy_spettacoli,variazione_assoluta_yoy_persone,variazione_yoy_persone,ranking_spettacoli_anno,ranking_persone_anno,ranking_botteghino_anno,ranking_pubblico_anno,ranking_persone_medie_per_spettacolo_anno,ranking_botteghino_medio_per_spettacolo_anno,media_spettacoli_2017_2019,indice_resilienza_spettacoli_2021
2004,Abruzzo,regione,Attività sportiva,3536.0,435143.0,,,,123.0608031674208,,,123.0608031674208,172421.0,20995869.0,,,2.05079427679923,2.0725172175536053,,,,,,,10.0,13.0,,,10.0,,1998.6666666666667,20.063375583722483
2005,Abruzzo,regione,Attività sportiva,2595.0,352704.0,,,,135.91676300578035,,,135.91676300578035,142176.0,21604551.0,,,1.825202565833896,1.6325449207437823,,,-941.0,-26.61199095022625,-82439.0,-18.945266268789798,12.0,14.0,,,10.0,,1998.6666666666667,20.063375583722483
2006,Abruzzo,regione,Attività sportiva,2641.0,424625.0,,,,160.78190079515335,,,160.78190079515335,141965.0,25377897.0,,,1.8603176839361812,1.6732079888258669,,,46.0,1.772639691714839,71921.0,20.39131963346035,11.0,14.0,,,11.0,,1998.6666666666667,20.063375583722483
2007,Abruzzo,regione,Attività sportiva,4704.0,534731.0,,,,113.67580782312923,,,113.67580782312923,199984.0,30890294.0,,,2.352188175054005,1.731064780412903,,,2063.0,78.11435062476335,110106.0,25.930173682661174,12.0,15.0,,,13.0,,1998.6666666666667,20.063375583722483
2008,Abruzzo,regione,Attività sportiva,2789.0,445726.0,,,,159.81570455360344,,,159.81570455360344,143979.0,28909449.0,,,1.937088047562492,1.5418003988938012,,,-1915.0,-40.71003401360544,-89005.0,-16.64481767468129,10.0,15.0,,,12.0,,1998.6666666666667,20.063375583722483
2009,Abruzzo,regione,Attività sportiva,2623.0,530277.0,,,,202.1643156690812,,,202.1643156690812,141577.0,29645602.0,,,1.8527020631882296,1.7887206338397177,,,-166.0,-5.951954105414126,84551.0,18.969277089512392,10.0,13.0,,,9.0,,1998.6666666666667,20.063375583722483
2010,Abruzzo,regione,Attività sportiva,2664.0,539024.0,,,,202.33633633633636,,,202.33633633633636,141712.0,27924667.0,,,1.8798690301456475,1.9302790611612304,,,41.0,1.5630956919557848,8747.0,1.6495152533487325,9.0,13.0,,,8.0,,1998.6666666666667,20.063375583722483
2011,Abruzzo,regione,Attività sportiva,2412.0,540203.0,,,,223.96475953565505,,,223.96475953565505,136207.0,28843726.0,,,1.7708340981006847,1.8728613633342652,,,-252.0,-9.459459459459463,1179.0,0.2187286651429199,10.0,14.0,,,9.0,,1998.6666666666667,20.063375583722483
2012,Abruzzo,regione,Attività sportiva,2281.0,646467.0,,,,283.4138535729943,,,283.4138535729943,135844.0,28232930.0,,,1.679131945466859,2.2897623448930027,,,-131.0,-5.43117744610282,106264.0,19.67112363315273,11.0,13.0,,,7.0,,1998.6666666666667,20.063375583722483
2013,Abruzzo,regione,Attività sportiva,2332.0,532671.0,,,,228.4180960548885,,,228.4180960548885,141298.0,27183346.0,,,1.6504126031507875,1.9595490562493667,,,51.0,2.2358614642700614,-113796.0,-17.6027546649713,11.0,14.0,,,9.0,,1998.6666666666667,20.063375583722483
2014,Abruzzo,regione,Attività sportiva,2168.0,489009.0,,,,225.55765682656823,,,225.55765682656823,139509.0,28437955.0,,,1.5540216043409387,1.7195645748788897,,,-164.0,-7.032590051457976,-43662.0,-8.19680440647229,11.0,15.0,,,11.0,,1998.6666666666667,20.063375583722483
2015,Abruzzo,regione,Attività sportiva,2266.0,534104.0,,,,235.70344218887908,,,235.70344218887908,141193.0,28463782.0,,,1.604895426827109,1.876433707931012,,,98.0,4.520295202952029,45095.0,9.22171166583845,11.0,13.0,,,9.0,,1998.6666666666667,20.063375583722483
2016,Abruzzo,regione,Attività sportiva,2301.0,569460.0,,,,247.48370273794004,,,247.48370273794004,142570.0,29079594.0,,,1.6139440274952657,1.9582804354146075,,,35.0,1.544571932921457,35356.0,6.619684555816852,11.0,14.0,,,10.0,,1998.6666666666667,20.063375583722483
2017,Abruzzo,regione,Attività sportiva,2238.0,478470.0,,,,213.7935656836461,,,213.7935656836461,140143.0,30707626.0,,,1.5969402681546705,1.5581471521113357,,,-63.0,-2.737940026075625,-90990.0,-15.978295227057217,10.0,16.0,,,11.0,,1998.6666666666667,20.063375583722483
2018,Abruzzo,regione,Attività sportiva,1927.0,367030.0,,,,190.4670472236637,,,190.4670472236637,134238.0,30580842.0,,,1.435510064214306,1.200195861186556,,,-311.0,-13.896336014298482,-111440.0,-23.290906430915204,12.0,17.0,,,13.0,,1998.6666666666667,20.063375583722483
2019,Abruzzo,regione,Attività sportiva,1831.0,398218.0,,,,217.48661933369743,,,217.48661933369743,130267.0,30905001.0,,,1.405574704261248,1.288522851042781,,,-96.0,-4.9818370524130735,31188.0,8.497398032858339,12.0,17.0,,,11.0,,1998.6666666666667,20.063375583722483
2020,Abruzzo,regione,Attività sportiva,639.0,90044.0,,,,140.91392801251956,,,140.91392801251956,38109.0,7084247.0,,,1.6767692671022592,1.271045461853603,,,-1192.0,-65.10103768432552,-308174.0,-77.38826471932458,12.0,17.0,,,14.0,,1998.6666666666667,20.063375583722483
2021,Abruzzo,regione,Attività sportiva,401.0,92999.0,231.9177057,660700.07,776949.07,231.9177057356609,1647.6310972568576,1937.5288528678304,231.9177057356609,27192.0,8325231.0,175574380.99,183988752.94,1.4746984407178585,1.1170741088145182,0.3763077883427825,0.4222807413958441,-238.0,-37.24569640062598,2955.0,3.281728932521877,13.0,17.0,17.0,17.0,16.0,18.0,1998.6666666666667,20.063375583722483
2004,Basilicata,regione,Attività sportiva,768.0,153766.0,,,,200.21614583333331,,,200.21614583333331,172421.0,20995869.0,,,0.4454213813862581,0.732363113905883,,,,,,,18.0,18.0,,,6.0,,477.0,19.07756813417191
2005,Basilicata,regione,Attività sportiva,733.0,96443.0,,,,131.57298772169167,,,131.57298772169167,142176.0,21604551.0,,,0.5155581814089579,0.4464013160930768,,,-35.0,-4.557291666666663,-57323.0,-37.27937255310017,18.0,18.0,,,11.0,,477.0,19.07756813417191
2006,Basilicata,regione,Attività sportiva,852.0,144727.0,,,,169.86737089201878,,,169.86737089201878,141965.0,25377897.0,,,0.6001479237840313,0.5702876010569355,,,119.0,16.234652114597537,48284.0,50.06480511804901,18.0,18.0,,,9.0,,477.0,19.07756813417191
2007,Basilicata,regione,Attività sportiva,833.0,196132.0,,,,235.45258103241295,,,235.45258103241295,199984.0,30890294.0,,,0.4165333226658133,0.6349308297292346,,,-19.0,-2.230046948356812,51405.0,35.518597082783444,19.0,18.0,,,5.0,,477.0,19.07756813417191
2008,Basilicata,regione,Attività sportiva,699.0,122640.0,,,,175.45064377682402,,,175.45064377682402,143979.0,28909449.0,,,0.4854874669222595,0.4242211603548722,,,-134.0,-16.086434573829532,-73492.0,-37.47068300940183,18.0,18.0,,,10.0,,477.0,19.07756813417191
2009,Basilicata,regione,Attività sportiva,706.0,133953.0,,,,189.73512747875355,,,189.73512747875355,141577.0,29645602.0,,,0.4986685690472323,0.4518477985368622,,,7.0,1.0014306151645114,11313.0,9.224559686888444,18.0,18.0,,,11.0,,477.0,19.07756813417191
2010,Basilicata,regione,Attività sportiva,670.0,79669.0,,,,118.9089552238806,,,118.9089552238806,141712.0,27924667.0,,,0.4727898837078017,0.285299731595725,,,-36.0,-5.099150141643061,-54284.0,-40.524661635051096,19.0,18.0,,,16.0,,477.0,19.07756813417191
2011,Basilicata,regione,Attività sportiva,556.0,49937.0,,,,89.81474820143885,,,89.81474820143885,136207.0,28843726.0,,,0.4082022216185658,0.1731295048358176,,,-114.0,-17.014925373134325,-29732.0,-37.31940905496492,18.0,18.0,,,18.0,,477.0,19.07756813417191
2012,Basilicata,regione,Attività sportiva,515.0,51344.0,,,,99.69708737864076,,,99.69708737864076,135844.0,28232930.0,,,0.379111333588528,0.18185856019903,,,-41.0,-7.374100719424459,1407.0,2.817550113142553,18.0,18.0,,,19.0,,477.0,19.07756813417191
2013,Basilicata,regione,Attività sportiva,550.0,46643.0,,,,84.80545454545455,,,84.80545454545455,141298.0,27183346.0,,,0.3892482554600914,0.1715866766364964,,,35.0,6.796116504854366,-4701.0,-9.15588968526021,17.0,19.0,,,19.0,,477.0,19.07756813417191
2014,Basilicata,regione,Attività sportiva,473.0,107809.0,,,,227.92600422832984,,,227.92600422832984,139509.0,28437955.0,,,0.339046226408332,0.3791025057884788,,,-77.0,-14.000000000000002,61166.0,131.13650494179188,18.0,18.0,,,10.0,,477.0,19.07756813417191
2015,Basilicata,regione,Attività sportiva,460.0,104375.0,,,,226.90217391304347,,,226.90217391304347,141193.0,28463782.0,,,0.3257951881467211,0.366694067569798,,,-13.0,-2.748414376321351,-3434.0,-3.1852628259236293,18.0,18.0,,,10.0,,477.0,19.07756813417191
2016,Basilicata,regione,Attività sportiva,554.0,124112.0,,,,224.028880866426,,,224.028880866426,142570.0,29079594.0,,,0.3885810479062916,0.4268010069191474,,,94.0,20.434782608695645,19737.0,18.90970059880239,18.0,18.0,,,11.0,,477.0,19.07756813417191
2017,Basilicata,regione,Attività sportiva,610.0,131827.0,,,,216.10983606557377,,,216.10983606557377,140143.0,30707626.0,,,0.4352696888178503,0.429297269674966,,,56.0,10.108303249097483,7715.0,6.216159597782656,18.0,18.0,,,10.0,,477.0,19.07756813417191
2018,Basilicata,regione,Attività sportiva,469.0,132231.0,,,,281.9424307036247,,,281.9424307036247,134238.0,30580842.0,,,0.3493794603614475,0.4323981661459811,,,-141.0,-23.114754098360656,404.0,0.3064622573524467,18.0,18.0,,,10.0,,477.0,19.07756813417191
2019,Basilicata,regione,Attività sportiva,352.0,127777.0,,,,363.0028409090909,,,363.0028409090909,130267.0,30905001.0,,,0.2702142522664988,0.4134508845348362,,,-117.0,-24.946695095948822,-4454.0,-3.368347815565187,18.0,18.0,,,8.0,,477.0,19.07756813417191
2020,Basilicata,regione,Attività sportiva,146.0,22973.0,,,,157.34931506849315,,,157.34931506849315,38109.0,7084247.0,,,0.3831116009341625,0.324282877206286,,,-206.0,-58.52272727272727,-104804.0,-82.02102099751912,18.0,18.0,,,11.0,,477.0,19.07756813417191
2021,Basilicata,regione,Attività sportiva,91.0,31506.0,346.2197802,427972.89,443820.04,346.2197802197802,4702.998791208792,4877.143296703296,346.2197802197802,27192.0,8325231.0,175574380.99,183988752.94,0.3346572521329803,0.3784399495941914,0.2437558871555273,0.2412212882081617,-55.0,-37.67123287671232,8533.0,37.14360336046663,19.0,18.0,18.0,18.0,9.0,12.0,477.0,19.07756813417191
2004,Calabria,regione,Attività sportiva,1043.0,338544.0,,,,324.5867689357622,,,324.5867689357622,172421.0,20995869.0,,,0.6049147145649312,1.6124314740199608,,,,,,,17.0,16.0,,,4.0,,681.6666666666666,26.699266503667484
2005,Calabria,regione,Attività sportiva,958.0,284175.0,,,,296.63361169102296,,,296.63361169102296,142176.0,21604551.0,,,0.6738127391402206,1.315347863512646,,,-85.0,-8.149568552253116,-54369.0,-16.05965546575925,17.0,16.0,,,4.0,,681.6666666666666,26.699266503667484
2006,Calabria,regione,Attività sportiva,933.0,380956.0,,,,408.3129689174705,,,408.3129689174705,141965.0,25377897.0,,,0.6572042404818089,1.501133052908206,,,-25.0,-2.609603340292277,96781.0,34.05683117797131,17.0,15.0,,,5.0,,681.6666666666666,26.699266503667484
2007,Calabria,regione,Attività sportiva,2599.0,628717.0,,,,241.90727202770296,,,241.90727202770296,199984.0,30890294.0,,,1.2996039683174654,2.0353221630069305,,,1666.0,178.56377277599145,247761.0,65.0366446518758,17.0,12.0,,,4.0,,681.6666666666666,26.699266503667484
2008,Calabria,regione,Attività sportiva,991.0,543809.0,,,,548.7477295660949,,,548.7477295660949,143979.0,28909449.0,,,0.6882948207724737,1.8810770139548487,,,-1608.0,-61.86994998076183,-84908.0,-13.504963282367113,17.0,14.0,,,4.0,,681.6666666666666,26.699266503667484
2009,Calabria,regione,Attività sportiva,765.0,519483.0,,,,679.0627450980393,,,679.0627450980393,141577.0,29645602.0,,,0.5403420047041539,1.752310511353421,,,-226.0,-22.805247225025223,-24326.0,-4.473261751828305,17.0,15.0,,,5.0,,681.6666666666666,26.699266503667484
2010,Calabria,regione,Attività sportiva,815.0,455311.0,,,,558.6638036809816,,,558.6638036809816,141712.0,27924667.0,,,0.5751100824206842,1.630497509603248,,,50.0,6.5359477124183,-64172.0,-12.353051014181403,17.0,15.0,,,5.0,,681.6666666666666,26.699266503667484
2011,Calabria,regione,Attività sportiva,556.0,404381.0,,,,727.3039568345324,,,727.3039568345324,136207.0,28843726.0,,,0.4082022216185658,1.4019721307850448,,,-259.0,-31.779141104294485,-50930.0,-11.185760941422451,18.0,17.0,,,5.0,,681.6666666666666,26.699266503667484
2012,Calabria,regione,Attività sportiva,571.0,412107.0,,,,721.7285464098073,,,721.7285464098073,135844.0,28232930.0,,,0.4203350902505816,1.4596678417720017,,,15.0,2.6978417266187105,7726.0,1.9105744335168984,17.0,16.0,,,4.0,,681.6666666666666,26.699266503667484
2013,Calabria,regione,Attività sportiva,477.0,334908.0,,,,702.1132075471698,,,702.1132075471698,141298.0,27183346.0,,,0.3375843960990247,1.2320337606709637,,,-94.0,-16.462346760070055,-77199.0,-18.732756298728248,18.0,16.0,,,4.0,,681.6666666666666,26.699266503667484
2014,Calabria,regione,Attività sportiva,499.0,295532.0,,,,592.2484969939879,,,592.2484969939879,139509.0,28437955.0,,,0.3576830168662954,1.0392167791249405,,,22.0,4.612159329140453,-39376.0,-11.757258709854646,17.0,17.0,,,6.0,,681.6666666666666,26.699266503667484
2015,Calabria,regione,Attività sportiva,575.0,244609.0,,,,425.4069565217391,,,425.4069565217391,141193.0,28463782.0,,,0.4072439851834014,0.8593692855011326,,,76.0,15.23046092184368,-50923.0,-17.230959760702735,17.0,17.0,,,6.0,,681.6666666666666,26.699266503667484
2016,Calabria,regione,Attività sportiva,621.0,342758.0,,,,551.9452495974235,,,551.9452495974235,142570.0,29079594.0,,,0.4355755067686049,1.1786890834858286,,,46.0,8.000000000000007,98149.0,40.12485231532772,17.0,17.0,,,6.0,,681.6666666666666,26.699266503667484
2017,Calabria,regione,Attività sportiva,687.0,470378.0,,,,684.684133915575,,,684.684133915575,140143.0,30707626.0,,,0.4902135675702675,1.5317953918026748,,,66.0,10.6280193236715,127620.0,37.23326661959749,17.0,17.0,,,4.0,,681.6666666666666,26.699266503667484
2018,Calabria,regione,Attività sportiva,711.0,493139.0,,,,693.5850914205345,,,693.5850914205345,134238.0,30580842.0,,,0.5296562821257766,1.6125749578772226,,,24.0,3.493449781659397,22761.0,4.838874267078808,17.0,15.0,,,4.0,,681.6666666666666,26.699266503667484
2019,Calabria,regione,Attività sportiva,647.0,648641.0,,,,1002.5363214837712,,,1002.5363214837712,130267.0,30905001.0,,,0.4966722193648429,2.0988221291434352,,,-64.0,-9.001406469760898,155502.0,31.53309715921879,17.0,13.0,,,2.0,,681.6666666666666,26.699266503667484
2020,Calabria,regione,Attività sportiva,154.0,151869.0,,,,986.1623376623376,,,986.1623376623376,38109.0,7084247.0,,,0.4041040174237057,2.14375642181872,,,-493.0,-76.19783616692426,-496772.0,-76.5865864168315,17.0,15.0,,,1.0,,681.6666666666666,26.699266503667484
2021,Calabria,regione,Attività sportiva,182.0,157739.0,866.6978022,1802259.99,1929154.74,866.6978021978022,9902.527417582418,10599.75131868132,866.6978021978022,27192.0,8325231.0,175574380.99,183988752.94,0.6693145042659606,1.894710188822388,1.0264937172711144,1.0485177540331014,28.0,18.181818181818187,5870.0,3.8651732743351097,17.0,15.0,14.0,14.0,3.0,5.0,681.6666666666666,26.699266503667484
2004,Campania,regione,Attività sportiva,3112.0,1124721.0,,,,361.4142030848329,,,361.4142030848329,172421.0,20995869.0,,,1.8048845558255664,5.3568680581880175,,,,,,,12.0,7.0,,,2.0,,1660.0,31.506024096385545
2005,Campania,regione,Attività sportiva,2689.0,1374872.0,,,,511.2949051692079,,,511.2949051692079,142176.0,21604551.0,,,1.891317803286068,6.36380732929835,,,-423.0,-13.592544987146526,250151.0,22.241160252186987,11.0,6.0,,,2.0,,1660.0,31.506024096385545
2006,Campania,regione,Attività sportiva,2771.0,1414003.0,,,,510.28617827499096,,,510.28617827499096,141965.0,25377897.0,,,1.9518895502412568,5.571789498554589,,,82.0,3.049460766084056,39131.0,2.8461558603273707,10.0,6.0,,,3.0,,1660.0,31.506024096385545
2007,Campania,regione,Attività sportiva,9009.0,2010314.0,,,,223.14507714507715,,,223.14507714507715,199984.0,30890294.0,,,4.504860388831107,6.507914751475011,,,6238.0,225.117286178275,596311.0,42.17183414745232,7.0,6.0,,,6.0,,1660.0,31.506024096385545
2008,Campania,regione,Attività sportiva,2244.0,1817720.0,,,,810.0356506238859,,,810.0356506238859,143979.0,28909449.0,,,1.5585606234242493,6.287632808221284,,,-6765.0,-75.0915750915751,-192594.0,-9.580294421667457,13.0,6.0,,,3.0,,1660.0,31.506024096385545
2009,Campania,regione,Attività sportiva,2248.0,1667543.0,,,,741.789590747331,,,741.789590747331,141577.0,29645602.0,,,1.5878285314705074,5.624925410521263,,,4.0,0.1782531194295833,-150177.0,-8.261833505710447,12.0,7.0,,,2.0,,1660.0,31.506024096385545
2010,Campania,regione,Attività sportiva,2095.0,1595885.0,,,,761.7589498806683,,,761.7589498806683,141712.0,27924667.0,,,1.4783504572654398,5.71496519546679,,,-153.0,-6.806049822064053,-71658.0,-4.297220521449818,14.0,7.0,,,3.0,,1660.0,31.506024096385545
2011,Campania,regione,Attività sportiva,1569.0,1921153.0,,,,1224.4442319949012,,,1224.4442319949012,136207.0,28843726.0,,,1.15192317575455,6.6605576547218615,,,-526.0,-25.10739856801909,325268.0,20.381669105230003,14.0,7.0,,,1.0,,1660.0,31.506024096385545
2012,Campania,regione,Attività sportiva,1513.0,1625076.0,,,,1074.0753469927297,,,1074.0753469927297,135844.0,28232930.0,,,1.1137775683872675,5.75595944168742,,,-56.0,-3.5691523263225,-296077.0,-15.411422203228998,14.0,7.0,,,1.0,,1660.0,31.506024096385545
2013,Campania,regione,Attività sportiva,1633.0,1863025.0,,,,1140.8603796693203,,,1140.8603796693203,141298.0,27183346.0,,,1.1557134566660532,6.853552906989449,,,120.0,7.931262392597493,237949.0,14.642330574077755,14.0,6.0,,,1.0,,1660.0,31.506024096385545
2014,Campania,regione,Attività sportiva,1583.0,1753145.0,,,,1107.4826279216677,,,1107.4826279216677,139509.0,28437955.0,,,1.1346938190367646,6.164806857595773,,,-50.0,-3.0618493570116367,-109880.0,-5.897934810321925,14.0,6.0,,,2.0,,1660.0,31.506024096385545
2015,Campania,regione,Attività sportiva,1637.0,1817871.0,,,,1110.4893097128895,,,1110.4893097128895,141193.0,28463782.0,,,1.1594059195569186,6.386610886775341,,,54.0,3.411244472520525,64726.0,3.691993531624593,14.0,6.0,,,2.0,,1660.0,31.506024096385545
2016,Campania,regione,Attività sportiva,1641.0,1889381.0,,,,1151.3595368677636,,,1151.3595368677636,142570.0,29079594.0,,,1.1510135372097916,6.49727434296366,,,4.0,0.2443494196701312,71510.0,3.933722469856216,14.0,6.0,,,1.0,,1660.0,31.506024096385545
2017,Campania,regione,Attività sportiva,1659.0,2138668.0,,,,1289.1308016877638,,,1289.1308016877638,140143.0,30707626.0,,,1.18379084221117,6.9646152392242895,,,18.0,1.0968921389396646,249287.0,13.194109605209324,14.0,6.0,,,1.0,,1660.0,31.506024096385545
2018,Campania,regione,Attività sportiva,1684.0,1745803.0,,,,1036.7001187648457,,,1036.7001187648457,134238.0,30580842.0,,,1.2544882969054962,5.708812726608378,,,25.0,1.5069318866787196,-392865.0,-18.369611365578955,13.0,7.0,,,2.0,,1660.0,31.506024096385545
2019,Campania,regione,Attività sportiva,1637.0,1435972.0,,,,877.1973121563836,,,877.1973121563836,130267.0,30905001.0,,,1.256649803864371,4.6464065799577225,,,-47.0,-2.7909738717339705,-309831.0,-17.74719140704879,14.0,7.0,,,3.0,,1660.0,31.506024096385545
2020,Campania,regione,Attività sportiva,565.0,425186.0,,,,752.541592920354,,,752.541592920354,38109.0,7084247.0,,,1.482589414573985,6.001851714091844,,,-1072.0,-65.48564447159437,-1010786.0,-70.39036972865766,13.0,7.0,,,3.0,,1660.0,31.506024096385545
2021,Campania,regione,Attività sportiva,523.0,695239.0,1329.328872,14014656.12,14886573.73,1329.3288718929257,26796.66562141491,28463.81210325048,1329.3288718929257,27192.0,8325231.0,175574380.99,183988752.94,1.9233598117093265,8.350987498124676,7.9821760105184225,8.091023767553125,-42.0,-7.4336283185840735,270053.0,63.51408560018439,9.0,6.0,5.0,5.0,2.0,2.0,1660.0,31.506024096385545
2004,Emilia-Romagna,regione,Attività sportiva,20950.0,1880300.0,,,,89.75178997613365,,,89.75178997613365,172421.0,20995869.0,,,12.150492109429823,8.955571212603775,,,,,,,3.0,5.0,,,13.0,,10918.666666666666,15.075100744901698
2005,Emilia-Romagna,regione,Attività sportiva,15674.0,1695702.0,,,,108.18565777721066,,,108.18565777721066,142176.0,21604551.0,,,11.024364168354715,7.848818519764656,,,-5276.0,-25.18377088305489,-184598.0,-9.817475934691275,4.0,5.0,,,13.0,,10918.666666666666,15.075100744901698
2006,Emilia-Romagna,regione,Attività sportiva,16210.0,2344211.0,,,,144.61511412708205,,,144.61511412708205,141965.0,25377897.0,,,11.4183073292713,9.23721536106794,,,536.0,3.4196758963889184,648509.0,38.24427877068022,4.0,5.0,,,12.0,,10918.666666666666,15.075100744901698
2007,Emilia-Romagna,regione,Attività sportiva,22799.0,3061765.0,,,,134.29382867669634,,,134.29382867669634,199984.0,30890294.0,,,11.400412032962636,9.911737971804348,,,6589.0,40.64774830351634,717554.0,30.609616625807146,4.0,4.0,,,11.0,,10918.666666666666,15.075100744901698
2008,Emilia-Romagna,regione,Attività sportiva,15422.0,2631280.0,,,,170.6185968097523,,,170.6185968097523,143979.0,28909449.0,,,10.711284284513717,9.101799207587804,,,-7377.0,-32.35668231062766,-430485.0,-14.06002746781676,4.0,4.0,,,11.0,,10918.666666666666,15.075100744901698
2009,Emilia-Romagna,regione,Attività sportiva,14517.0,2801092.0,,,,192.95253840325137,,,192.95253840325137,141577.0,29645602.0,,,10.253784159856474,9.448592071093715,,,-905.0,-5.86824017637142,169812.0,6.453589127724912,4.0,4.0,,,10.0,,10918.666666666666,15.075100744901698
2010,Emilia-Romagna,regione,Attività sportiva,14486.0,2606885.0,,,,179.95892585945052,,,179.95892585945052,141712.0,27924667.0,,,10.222140679688382,9.335420186031223,,,-31.0,-0.2135427429909797,-194207.0,-6.933260314191747,4.0,4.0,,,11.0,,10918.666666666666,15.075100744901698
2011,Emilia-Romagna,regione,Attività sportiva,13615.0,2452739.0,,,,180.1497612926919,,,180.1497612926919,136207.0,28843726.0,,,9.995815193051753,8.503544236968551,,,-871.0,-6.012701919094299,-154146.0,-5.913034138444928,4.0,5.0,,,11.0,,10918.666666666666,15.075100744901698
2012,Emilia-Romagna,regione,Attività sportiva,13021.0,2506673.0,,,,192.5100222717149,,,192.5100222717149,135844.0,28232930.0,,,9.58525956243927,8.878543601390291,,,-594.0,-4.362835108336394,53934.0,2.1989294417384064,4.0,5.0,,,10.0,,10918.666666666666,15.075100744901698
2013,Emilia-Romagna,regione,Attività sportiva,12354.0,2573541.0,,,,208.31641573579407,,,208.31641573579407,141298.0,27183346.0,,,8.74322354173449,9.467344454211045,,,-667.0,-5.122494432071267,66868.0,2.6675996430328253,4.0,5.0,,,10.0,,10918.666666666666,15.075100744901698
2014,Emilia-Romagna,regione,Attività sportiva,11691.0,2708768.0,,,,231.6968608331195,,,231.6968608331195,139509.0,28437955.0,,,8.380104509386491,9.525185619008118,,,-663.0,-5.366682855755222,135227.0,5.254511196829581,4.0,5.0,,,9.0,,10918.666666666666,15.075100744901698
2015,Emilia-Romagna,regione,Attività sportiva,12026.0,2846476.0,,,,236.6934974222518,,,236.6934974222518,141193.0,28463782.0,,,8.517419418809714,10.000343594537084,,,335.0,2.865452057137974,137708.0,5.083787168188647,4.0,5.0,,,8.0,,10918.666666666666,15.075100744901698
2016,Emilia-Romagna,regione,Attività sportiva,11513.0,2963195.0,,,,257.3781811864848,,,257.3781811864848,142570.0,29079594.0,,,8.075331416146454,10.189946255783353,,,-513.0,-4.265757525361713,116719.0,4.100473708543473,4.0,4.0,,,8.0,,10918.666666666666,15.075100744901698
2017,Emilia-Romagna,regione,Attività sportiva,11604.0,3395056.0,,,,292.57635298173045,,,292.57635298173045,140143.0,30707626.0,,,8.280113883675961,11.056067961749957,,,91.0,0.790410839920086,431861.0,14.574167410514672,4.0,3.0,,,8.0,,10918.666666666666,15.075100744901698
2018,Emilia-Romagna,regione,Attività sportiva,10764.0,3223129.0,,,,299.43599033816423,,,299.43599033816423,134238.0,30580842.0,,,8.018593840790238,10.53969998602393,,,-840.0,-7.238883143743536,-171927.0,-5.064040180780527,4.0,3.0,,,9.0,,10918.666666666666,15.075100744901698
2019,Emilia-Romagna,regione,Attività sportiva,10388.0,3597177.0,,,,346.28195995379286,,,346.28195995379286,130267.0,30905001.0,,,7.974391058364744,11.639465729187323,,,-376.0,-3.493125232255667,374048.0,11.605120365954956,4.0,2.0,,,9.0,,10918.666666666666,15.075100744901698
